ch1,ch2,ch3,ch14,ch5,ch6,ch7,ch8
19.93325702864401,-19.996703270012162,-17.728579555264986,-11.726345482924273,-3.2542311819995855,5.903310754276055,13.817458443269729,16.717182036752032
16.681152729223314,-13.403436571884269,-18.232675417423554,-19.998843731731974,-18.40522707258622,-13.719551383380868,-6.729005312723263,15.607429522805795
9.302354106258035,2.395692207536767,-4.801888002759039,-11.375226995990378,-16.469796484334964,-19.423306915016543,-19.85180452968278,-7.071260114633766
-0.37772264233003716,16.549391329155796,12.298890090444335,6.8588025154959364,0.7553105442707648,-5.421237377249533,-11.073426607700867,-19.977708616944454
-9.964355855611315,19.33649701867873,19.99986294820841,19.298141218222703,17.279227740633498,14.080923153426328,9.921527258684591,-5.275642827985838
-17.085940554883575,8.842745688092855,12.415325075638739,15.4333566733733,17.76203589568601,19.297349041120313,19.970719209250934,16.71718203674431
-19.9806918305439,-7.7244552975789205,-4.658007052958651,-1.4703701447770015,1.7555217919419117,4.935739830495708,7.987543354669734,15.607429522814598
-17.93248689112389,-18.98628032677879,-18.171313946664895,-17.13184799247662,-15.88072466509936,-14.433401110609491,-12.807758453198376,-7.0712601146206016
-11.448024274439382,-17.20778713701287,-17.796634955902146,-18.319405374492238,-18.774157390434816,-19.159202547961048,-19.47311120697138,-19.97770861694512
-2.131473398868152,-3.6104955176050475,-3.8203300296642286,-4.029728981992756,-4.23866850080209,-4.447124764679743,-4.655074007327354,-5.275642827995028
7.712375518913378,12.466587280870433,13.075779687887257,13.66448245011185,14.231773074910326,14.776762622291436,15.298597097885231,16.71718203673658
15.64828577132765,19.981262780551003,19.978322387293627,19.8141931211511,19.490199207997037,19.008954691827267,18.37434234415982,15.607429522823397
19.713019186387474,13.772237766463311,11.611817392930842,9.223791724119625,6.654968875341939,3.955700799541048,1.1788963297432544,-7.071260114607437
18.90101502240167,-1.895952495940517,-5.629376383950122,-9.159372477340641,-12.358377921679736,-15.11079081398819,-17.317147688625525,-19.977708616945783
13.413152261093739,-16.261948571304295,-18.568146021983722,-19.804198770901568,-19.89886894116702,-18.84670037248251,-16.70833307801111,-5.275642828008602
